"time","Inf.Asintomaticos","Inf.Leves","Inf.Hosp","Inf.UCI","Total.infecciosos","Defunciones","Removidos","Defunciones_por_dia","Removidos_por_dia"
29,251.034227715328,570.573265445445,111.878189348909,57.0362963373073,990.52197884699,28.649936899613,814.823421018474,1.77409473871078,49.0190759537959
30,261.577770609606,595.696547122596,116.918773586536,59.5135665627527,1033.70665788149,30.5014120060914,865.94221324862,1.85147510647834,51.1187922301455
31,272.938510470205,622.515332617008,122.284351232578,62.1550204066491,1079.89321472644,32.4352489298198,919.306831794514,1.93383692372843,53.3646185458948
32,285.199012985877,651.208399627088,128.009194540831,64.9777278487993,1129.3943350026,34.4569510323651,975.078567412274,2.02170210254529,55.7717356177595
33,298.450768043102,681.973316299461,134.131178042291,68.0005626038431,1182.5558249887,36.5725962177724,1033.43543444447,2.1156451854073,58.3568670321943
34,312.795048755139,715.028305932057,140.69213733295,71.2443814106799,1239.75987343083,38.7888982579369,1094.57396739172,2.21630204016447,61.1385329472525
35,328.343861549499,750.614300835243,147.738263963335,74.7322213794129,1301.42864772749,41.1132735974843,1158.7111757173,2.32437533954739,64.1372083255785
36,345.221016543271,788.997242066845,155.320546939511,78.4895206480501,1368.02832619768,43.5539142648514,1226.08667528255,2.44064066736716,67.3754995652509
37,363.563286285337,830.470576109626,163.495252573138,82.5443582177434,1440.07347318584,46.1198686936268,1296.96505033226,2.56595442877538,70.8783750497068
38,383.521716632372,875.358062872548,172.324463319627,86.9277232849478,1518.13196610949,48.8211301014582,1371.63843483595,2.70126140783137,74.6733845036931
39,405.263084198738,924.016895322056,181.876676386292,91.6738144621687,1602.83047036926,51.6687345704645,1450.4293765476,2.8476044690063,78.7909417116464
40,428.971519526092,976.841165975684,192.22746852084,96.8203720922926,1694.86052611491,54.674868842516,1533.69398421228,3.00613427205148,83.2646076646824
41,454.850321285125,1034.26573694256,203.460238000153,102.409049165867,1794.9853453937,57.8529899879161,1621.82542139019,3.17812114540014,88.1314371779124
42,483.123941243181,1096.77046623264,215.667014507429,108.485816187078,1904.04723817032,61.2179546973601,1715.25768130765,3.36496470944401,93.4322599174543
43,514.040283133551,1164.88509827602,228.949396085789,115.101429577496,2022.97620707286,64.7861680872004,1814.46993206037,3.56821338984032,99.2122507527206
44,547.873208965299,1239.19458727201,243.419568548157,122.311941313765,2152.79930609923,68.5757440156314,1919.99119875357,3.78957592843096,105.521266693202
45,584.925315996602,1320.3449880914,259.20143314801,130.179262698486,2294.6509999345,72.6066809332521,2032.40550049967,4.03093691762066,112.414301746098
